feature,value,count,fraud_count,fraud_rate,global_fraud_rate,fraud_rate_diff,lift
currency,CAD,2786,81,0.02907394113424264,0.02549,0.0035839411342426415,1.14060184912682
currency,SGD,2894,84,0.02902557014512785,0.02549,0.0035355701451278525,1.138704203418119
currency,JPY,5624,160,0.02844950213371266,0.02549,0.0029595021337126617,1.116104438356715
currency,VND,2832,76,0.026836158192090395,0.02549,0.0013461581920903957,1.0528112276222203
currency,USD,38201,999,0.02615114787571006,0.02549,0.0006611478757100608,1.0259375392589274
currency,IDR,2777,70,0.025207057976233346,0.02549,-0.00028294202376665314,0.9888998813743958
currency,CNY,4816,121,0.025124584717607975,0.02549,-0.00036541528239202384,0.985664367108983
currency,THB,3921,98,0.024993624075490946,0.02549,-0.0004963759245090529,0.9805266408588053
currency,AUD,2851,69,0.024202034373903895,0.02549,-0.001287965626096104,0.9494717290664534
currency,GBP,7566,183,0.024187153053132435,0.02549,-0.0013028469468675634,0.9488879189145718
currency,KRW,2868,69,0.02405857740585774,0.02549,-0.0014314225941422579,0.9438437585664081
currency,HKD,2827,67,0.023700035373187125,0.02549,-0.001789964626812874,0.9297777706232689
currency,EUR,14257,337,0.0236375113979098,0.02549,-0.0018524886020902,0.9273248881094468
currency,INR,2838,67,0.023608174770965468,0.02549,-0.001881825229034531,0.9261739808146516
currency,CHF,2942,68,0.023113528212100613,0.02549,-0.002376471787899386,0.9067684665398437
payment_channel,SMART_WATCH,14375,379,0.026365217391304346,0.02549,0.0008752173913043476,1.034335715625906
payment_channel,API_SERVER,14407,375,0.026029013673908516,0.02549,0.0005390136739085172,1.0211460837155166
payment_channel,ATM,14160,368,0.02598870056497175,0.02549,0.0004987005649717512,1.0195645572762555
payment_channel,MOBILE_APP,14316,369,0.025775356244761106,0.02549,0.0002853562447611077,1.0111948311008674
payment_channel,POS_TERMINAL,14115,359,0.025433935529578462,0.02549,-5.606447042153656e-05,0.9978005307798534
payment_channel,IVR_PHONE,14158,355,0.025074163017375334,0.02549,-0.00041583698262466495,0.9836862698068001
payment_channel,WEB_BROWSER,14469,344,0.023774967171193585,0.02549,-0.0017150328288064141,0.9327174253116354
merchant_country,PH,4907,145,0.029549622987568778,0.02549,0.004059622987568779,1.1592633576919882
merchant_country,US,4884,139,0.02846027846027846,0.02549,0.002970278460278461,1.1165272051894257
merchant_country,VN,5044,143,0.028350515463917526,0.02549,0.002860515463917527,1.1122210852851129
merchant_country,AE,5034,142,0.02820818434644418,0.02549,0.002718184346444181,1.106637283108834
merchant_country,GB,4998,136,0.027210884353741496,0.02549,0.0017208843537414968,1.0675121362785993
merchant_country,ZA,5088,138,0.027122641509433963,0.02549,0.0016326415094339644,1.0640502749876015
merchant_country,MY,4979,134,0.02691303474593292,0.02549,0.0014230347459329197,1.055827177164885
merchant_country,CN,4958,130,0.026220250100847116,0.02549,0.0007302501008471171,1.0286484935601066
merchant_country,DE,4984,128,0.025682182985553772,0.02549,0.00019218298555377308,1.0075395443528354
merchant_country,CA,4921,126,0.025604551920341393,0.02549,0.0001145519203413943,1.0044939945210434
merchant_country,BR,5145,131,0.025461613216715258,0.02549,-2.8386783284740924e-05,0.9988863560892608
merchant_country,ID,4965,125,0.025176233635448138,0.02549,-0.00031376636455186097,0.987690609472269
merchant_country,KR,5072,124,0.02444794952681388,0.02549,-0.001042050473186118,0.9591192438922669
merchant_country,FR,5010,119,0.02375249500998004,0.02549,-0.0017375049900199592,0.9318358183593582
merchant_country,JP,4973,117,0.023527046048662778,0.02549,-0.0019629539513372207,0.9229912141491871
merchant_country,AU,5089,119,0.023383768913342505,0.02549,-0.0021062310866574938,0.9173702986795804
merchant_country,TH,5023,117,0.023292852876766874,0.02549,-0.002197147123233125,0.9138035651928943
merchant_country,SG,4991,115,0.02304147465437788,0.02549,-0.0024485253456221177,0.903941728300427
merchant_country,HK,5008,113,0.022563897763578276,0.02549,-0.0029261022364217223,0.8852058753855738
merchant_country,IN,4927,108,0.021920032474122185,0.02549,-0.003569967525877814,0.8599463504951819
card_present,False,65166,1714,0.026302059356105946,0.02549,0.0008120593561059472,1.0318579582622969
card_present,True,34834,835,0.02397083309410346,0.02549,-0.0015191669058965372,0.940401455241407
card_entry_mode,CHIP,16857,447,0.026517173874354868,0.02549,0.001027173874354869,1.0402971312026232
card_entry_mode,QR_CODE,16613,431,0.0259435381929814,0.02549,0.00045353819298140155,1.0177927890538017
card_entry_mode,MANUAL_KEYED,16780,433,0.025804529201430275,0.02549,0.00031452920143027613,1.0123393174354758
card_entry_mode,CONTACTLESS,16585,421,0.025384383479047333,0.02549,-0.00010561652095266577,0.9958565507668629
card_entry_mode,TOKEN_IN_APP,16568,410,0.024746499275712215,0.02549,-0.0007435007242877836,0.9708316702907892
card_entry_mode,MAGSTRIPE,16597,407,0.02452250406700006,0.02549,-0.00096749593299994,0.9620440983522973
auth_result,AVS_PASS,12445,344,0.027641623141824025,0.02549,0.0021516231418240266,1.0844104802598677
auth_result,BIOMETRIC_FAIL,12299,326,0.026506220017887633,0.02549,0.001016220017887634,1.0398673996817431
auth_result,3DS_FAIL,12239,319,0.02606422093308277,0.02549,0.0005742209330827711,1.0225273022001873
auth_result,AVS_FAIL,12698,321,0.02527957158607655,0.02549,-0.00021042841392344969,0.9917446679512182
auth_result,3DS_PASS,12494,310,0.024811909716664,0.02549,-0.0006780902833359997,0.9733977919444489
auth_result,BIOMETRIC_PASS,12505,308,0.02463014794082367,0.02549,-0.0008598520591763283,0.9662670828098734
auth_result,CVV_FAIL,12595,309,0.024533545057562525,0.02549,-0.0009564549424374742,0.9624772482370547
auth_result,CVV_PASS,12725,312,0.02451866404715128,0.02549,-0.0009713359528487203,0.9618934502609369
pin_verif_method,SIGNATURE,25042,661,0.026395655299097515,0.02549,0.0009056552990975159,1.0355298273478821
pin_verif_method,NONE,25114,653,0.026001433463406866,0.02549,0.0005114334634068671,1.0200640825189042
pin_verif_method,OFFLINE_PIN,24875,634,0.02548743718592965,0.02549,-2.5628140703504165e-06,0.9998994580592252
pin_verif_method,ONLINE_PIN,24969,601,0.024069846609796147,0.02549,-0.0014201533902038523,0.944285861506322
tokenised,False,54976,1417,0.02577488358556461,0.02549,0.00028488358556461035,1.0111762881743669
tokenised,True,45024,1132,0.025142146410803128,0.02549,-0.0003478535891968705,0.986353331141747
recurring_flag,MOTO_MAIL,20043,524,0.026143790849673203,0.02549,0.0006537908496732046,1.0256489152480661
recurring_flag,RECURRING_SUBSCRIPTION,20039,514,0.025649982534058587,0.02549,0.0001599825340585885,1.0062762861537304
recurring_flag,MOTO_PHONE,20113,512,0.02545617262467061,0.02549,-3.382737532938926e-05,0.9986729158364304
recurring_flag,SINGLE_PURCHASE,19859,501,0.0252278563875321,0.02549,-0.0002621436124678987,0.9897158253249158
recurring_flag,INSTALLMENT_PLAN,19946,498,0.02496741201243357,0.02549,-0.0005225879875664294,0.9794983135517289
cross_border,False,80059,2135,0.026667832473550757,0.02549,0.0011778324735507578,1.046207629405679
cross_border,True,19941,414,0.020761245674740483,0.02549,-0.0047287543252595154,0.8144859032852289
auth_characteristics,CARD_PRESENT,16780,448,0.0266984505363528,0.02549,0.0012084505363528023,1.0474088088016007
auth_characteristics,MOBILE_TOKEN,16655,428,0.02569798859201441,0.02549,0.00020798859201441242,1.008159615222221
auth_characteristics,FALLBACK_MAG,16796,429,0.025541795665634675,0.02549,5.1795665634676163e-05,1.002031999436433
auth_characteristics,CRYPTOGRAM_PRESENT,16520,417,0.025242130750605326,0.02549,-0.00024786924939467284,0.9902758238762388
auth_characteristics,FORCE_POST,16479,411,0.024940833788458038,0.02549,-0.0005491662115419613,0.978455621359672
auth_characteristics,E_COMMERCE,16770,416,0.024806201550387597,0.02549,-0.0006837984496124022,0.9731738544679325
message_type,0420-RepeatRev,12512,343,0.027413682864450128,0.02549,0.001923682864450129,1.0754681390525747
message_type,0200-FinReq,12318,332,0.02695242734210099,0.02549,0.0014624273421009922,1.0573725909023535
message_type,0400-Reversal,12350,324,0.02623481781376518,0.02549,0.000744817813765182,1.029220000540023
message_type,0100-AuthReq,12773,330,0.025835747279417523,0.02549,0.00034574727941752426,1.0135640360697342
message_type,0500-Advice,12490,307,0.024579663730984788,0.02549,-0.0009103362690152106,0.9642865331888893
message_type,0510-AdviceRsp,12501,307,0.024558035357171427,0.02549,-0.000931964642828572,0.9634380289200246
message_type,0210-FinRsp,12509,305,0.0243824446398593,0.02549,-0.0011075553601406982,0.9565494170207651
message_type,0110-AuthRsp,12547,301,0.02398979835817327,0.02549,-0.0015002016418267303,0.9411454828628195
term_location,WEARABLE_PAY,14142,392,0.0277188516475746,0.02549,0.002228851647574602,1.0874402372528287
term_location,ONLINE_PORTAL,14265,381,0.026708727655099896,0.02549,0.0012187276550998973,1.0478119911769281
term_location,BRANCH_COUNTER,14209,379,0.026673235273418257,0.02549,0.001183235273418258,1.0464195870309243
term_location,POS_TERMINAL,14491,369,0.025464081153819613,0.02549,-2.591884618038595e-05,0.9989831759050457
term_location,KIOSK,14144,349,0.024674773755656108,0.02549,-0.0008152262443438911,0.9680178013203652
term_location,MOBILE_APP,14294,349,0.02441583881348818,0.02549,-0.0010741611865118204,0.957859506217661
term_location,CALL_CENTER,14455,330,0.02282947077135939,0.02549,-0.002660529228640608,0.8956245889117063
day_name,Monday,14311,387,0.02704213542030606,0.02549,0.0015521354203060604,1.0608919348884291
day_name,Tuesday,14547,375,0.025778511033202722,0.02549,0.00028851103320272353,1.0113185968302363
day_name,Sunday,14510,372,0.02563749138525155,0.02549,0.00014749138525155248,1.0057862450079071
day_name,Wednesday,14319,363,0.025350932327676514,0.02549,-0.00013906767232348474,0.9945442262721269
day_name,Thursday,13820,350,0.02532561505065123,0.02549,-0.0001643849493487698,0.9935510023794127
day_name,Saturday,14554,359,0.024666758279510786,0.02549,-0.0008232417204892123,0.9677033456065433
day_name,Friday,13939,343,0.02460721716048497,0.02549,-0.000882782839515029,0.9653674837381314
time_period,late_evening,8445,235,0.027827116637063352,0.02549,0.0023371166370633537,1.091687588743168
time_period,night,24790,634,0.025574828559903187,0.02549,8.482855990318838e-05,1.0033279152570886
time_period,morning,25198,644,0.025557583935232955,0.02549,6.758393523295658e-05,1.0026513901621403
time_period,afternoon,24895,623,0.02502510544286001,0.02549,-0.00046489455713998734,0.9817616886174976
time_period,evening,16672,413,0.02477207293666027,0.02549,-0.0007179270633397294,0.9718349523993829
ip_score_bin,low,34416,900,0.02615062761506276,0.02549,0.0006606276150627616,1.0259171288765305
ip_score_bin,medium,54536,1382,0.0253410591169136,0.02549,-0.00014894088308639933,0.9941568896396077
ip_score_bin,high,10902,264,0.024215740231150248,0.02549,-0.001274259768849751,0.9500094245253138
ip_score_risk_group,low,34416,900,0.02615062761506276,0.02549,0.0006606276150627616,1.0259171288765305
ip_score_risk_group,medium,54536,1382,0.0253410591169136,0.02549,-0.00014894088308639933,0.9941568896396077
ip_score_risk_group,high,10902,264,0.024215740231150248,0.02549,-0.001274259768849751,0.9500094245253138
