feature,value,count,fraud_count,fraud_rate,global_fraud_rate,fraud_rate_diff,lift
low_mcc_entropy_x_low_night_ratio,1,696,181,0.2600574712643678,0.025471428571428572,0.23458604269293923,10.20977172658763
low_mcc_entropy_x_low_spending_trend,1,733,175,0.23874488403819918,0.025471428571428572,0.21327345546677062,9.37304648495454
low_mcc_entropy_x_high_max_amount_30d,1,713,162,0.22720897615708274,0.025471428571428572,0.20173754758565418,8.920150494108688
low_night_ratio_x_high_max_amount_30d,1,728,124,0.17032967032967034,0.025471428571428572,0.14485824175824177,6.687087449846844
low_mcc_entropy_x_card_not_present,1,4570,419,0.09168490153172866,0.025471428571428572,0.06621347296030008,3.5995194095462737
night_ratio_group,very_low,6924,503,0.07264586943963028,0.025471428571428572,0.0471744408682017,2.8520532029019177
night_unusual_group,very_high,2339,167,0.07139803334758443,0.025471428571428572,0.04592660477615586,2.80306356384235
cross_border_x_low_country_diversity,1,1692,86,0.0508274231678487,0.025471428571428572,0.025355994596420125,1.9954680996911995
night_ratio_group,low,14006,622,0.04440953876909896,0.025471428571428572,0.018938110197670385,1.7435040458984448
night_unusual_group,high,7144,294,0.04115341545352744,0.025471428571428572,0.015681986882098865,1.615669703727942
decline_rate_risk_group,low,16873,630,0.03733775854916138,0.025471428571428572,0.01186632997773281,1.4658682548745354
credit_util_risk_group,low,10611,381,0.035906135142776366,0.025471428571428572,0.010434706571347794,1.4096631856390047
amount_to_max_group,below_half_max,21845,777,0.03556878004119936,0.025471428571428572,0.010097351469770786,1.396418734090833
amount_to_max_group,near_max,19962,693,0.034715960324616775,0.025471428571428572,0.009244531753188203,1.3629373094353192
