feature,importance
numeric__mcc_entropy_30d,13.674754805347026
numeric__night_ratio_30d,10.538662608924941
numeric__spending_trend,9.237067892351751
numeric__log_amount_to_max_30d,9.147954471464617
numeric__distinct_countries_30d,8.867071225226843
numeric__amount_z_30d,7.8508330637515265
numeric__decline_rate_30d,4.2558523063398574
numeric__device_diversity_30d,4.087862728587943
numeric__credit_util_today,3.908415408066896
numeric__log_mean_amount_30d,2.2367880538770555
numeric__distinct_merchants_7d,2.0847302286462974
numeric__txn_count_ratio_7d_30d,1.8579690743564612
numeric__amount_to_mean_30d,1.3359990715374317
numeric__txn_count_30d,1.3245401181686511
numeric__ip_score,1.2761310725264452
numeric__hour,1.1366595359396645
numeric__txn_count_7d,1.0435434874297558
binary__high_max_amount_30d_flag,0.8943105662861706
binary__cross_border_flag,0.7941416429084205
categorical__night_ratio_group_medium,0.6405547714531886
categorical__amount_to_max_group_near_max,0.4102470257088515
binary__card_not_present_flag,0.3748167001687231
categorical__term_location_WEARABLE_PAY,0.34750036894678
categorical__amount_to_max_group_above_max,0.331109608318905
binary__low_country_diversity_flag,0.2969064168123336
numeric__chargebacks_365d,0.2807476539819009
categorical__auth_characteristics_E_COMMERCE,0.2752462996663974
categorical__currency_USD,0.27356901484203433
categorical__night_ratio_group_high,0.2688949703316973
categorical__recurring_flag_RECURRING_SUBSCRIPTION,0.2683521357662532
numeric__night_unusual_score,0.2642845774860713
categorical__time_period_evening,0.259984755941109
categorical__credit_util_risk_group_very_high,0.25275202170245076
categorical__card_entry_mode_CHIP,0.23981816877252743
categorical__auth_characteristics_FORCE_POST,0.23620794998007696
categorical__day_name_Sunday,0.22544729606362945
categorical__term_location_MOBILE_APP,0.22522068548500923
categorical__message_type_0200-FinReq,0.21977301378092556
categorical__card_entry_mode_TOKEN_IN_APP,0.2113370466049608
categorical__card_entry_mode_QR_CODE,0.20362196374820038
categorical__payment_channel_POS_TERMINAL,0.19698335941316972
categorical__pin_verif_method_OFFLINE_PIN,0.19628577532560387
categorical__auth_result_BIOMETRIC_PASS,0.1961369560789853
binary__very_low_mcc_entropy_flag,0.19293097828102285
categorical__payment_channel_SMART_WATCH,0.1869089188203035
categorical__message_type_0500-Advice,0.1748615734923813
binary__low_spending_trend_flag,0.17331053396472149
categorical__pin_verif_method_ONLINE_PIN,0.17304885881011808
binary__tokenised_flag,0.17151847467381842
categorical__time_period_morning,0.17039420252182721
categorical__auth_characteristics_FALLBACK_MAG,0.16746257329187608
categorical__day_name_Tuesday,0.16255047770371528
categorical__message_type_0510-AdviceRsp,0.1617569789179433
categorical__currency_EUR,0.16112743832126256
categorical__merchant_country_VN,0.158064239439148
categorical__merchant_country_IN,0.14950198068264922
categorical__amount_to_max_group_much_above_max,0.14796012285312285
categorical__merchant_country_TH,0.13755862373353808
categorical__recurring_flag_MOTO_PHONE,0.13530463879223778
categorical__credit_util_risk_group_high,0.13408061690882256
categorical__currency_KRW,0.13321744812495873
categorical__day_name_Monday,0.12254836797491561
categorical__decline_rate_risk_group_medium,0.11913968470683275
categorical__recurring_flag_SINGLE_PURCHASE,0.11635116971381661
categorical__payment_channel_MOBILE_APP,0.11169711337298312
categorical__day_name_Thursday,0.10864010677738967
categorical__merchant_country_US,0.10707535300630248
categorical__merchant_country_MY,0.10151303700389475
categorical__night_unusual_group_medium,0.10149109814594956
categorical__message_type_0210-FinRsp,0.1008753716821903
categorical__payment_channel_WEB_BROWSER,0.09923294634260854
categorical__time_period_afternoon,0.09846895825340657
categorical__auth_characteristics_CRYPTOGRAM_PRESENT,0.09486786575853429
categorical__pin_verif_method_SIGNATURE,0.08986211819253422
categorical__term_location_CALL_CENTER,0.0885965327672299
categorical__recurring_flag_MOTO_MAIL,0.08452433503411112
categorical__term_location_POS_TERMINAL,0.08345983977714157
categorical__pin_verif_method_NONE,0.0825715283813559
categorical__merchant_country_SG,0.08205400784871904
categorical__txn_count_7d_group_11_20,0.07974796391941755
categorical__merchant_country_BR,0.07891417159783337
categorical__auth_result_BIOMETRIC_FAIL,0.07853033649336662
categorical__merchant_country_AU,0.07631157719698424
categorical__auth_result_CVV_FAIL,0.07621350503474261
categorical__recurring_flag_INSTALLMENT_PLAN,0.07306540860487071
categorical__auth_result_AVS_PASS,0.0722312620840707
categorical__merchant_country_CA,0.07188877984810335
categorical__term_location_BRANCH_COUNTER,0.07147218286822946
categorical__payment_channel_IVR_PHONE,0.06748998598159922
categorical__txn_count_7d_group_2_5,0.06719852394243217
categorical__term_location_ONLINE_PORTAL,0.06684522990619703
categorical__night_unusual_group_low,0.06681718094006323
binary__low_mcc_entropy_flag,0.06597415345740777
categorical__auth_result_CVV_PASS,0.06479740618160086
categorical__day_name_Wednesday,0.06412700857962877
categorical__currency_INR,0.0639933781471103
categorical__merchant_country_FR,0.06298949503862053
categorical__merchant_country_ZA,0.06266249260558499
categorical__auth_result_AVS_FAIL,0.061628018927531975
categorical__payment_channel_ATM,0.06087435144782665
categorical__currency_CNY,0.06050959209294816
categorical__card_entry_mode_CONTACTLESS,0.060337687458339145
categorical__card_entry_mode_MANUAL_KEYED,0.05764109627094071
categorical__txn_velocity_group_high,0.05762421090864631
categorical__auth_result_3DS_PASS,0.05704802056345908
categorical__auth_characteristics_MOBILE_TOKEN,0.05649883729787137
categorical__auth_result_3DS_FAIL,0.05199260585989235
categorical__currency_HKD,0.05056519546392109
categorical__credit_util_risk_group_low,0.048283394742148406
categorical__merchant_country_CN,0.04640151669431571
categorical__day_name_Friday,0.046082047477992445
categorical__merchant_country_PH,0.04440740171946826
categorical__credit_util_risk_group_medium,0.043420621950926115
categorical__amount_to_max_group_extreme,0.04088338511156863
categorical__currency_GBP,0.039262259981093665
categorical__currency_CHF,0.03923238397029781
categorical__currency_JPY,0.0390762581417535
binary__night_transaction_flag,0.03868098336515555
categorical__time_period_night,0.03862048788404504
categorical__term_location_KIOSK,0.036586350401764965
categorical__amount_to_max_group_below_half_max,0.035440082567655136
categorical__txn_velocity_group_low,0.03306777550259722
categorical__auth_characteristics_CARD_PRESENT,0.031534831059910264
categorical__night_ratio_group_low,0.030926185013902766
categorical__card_entry_mode_MAGSTRIPE,0.029402941555958653
categorical__merchant_country_DE,0.025794516392642016
categorical__merchant_country_JP,0.024949747511888793
categorical__merchant_country_AE,0.02462795076154636
categorical__currency_CAD,0.024133695877557447
categorical__ip_score_risk_group_medium,0.02386647414984483
categorical__merchant_country_HK,0.023345431023345443
binary__low_night_ratio_flag,0.022758079939241355
categorical__currency_SGD,0.022711821059605255
categorical__message_type_0100-AuthReq,0.021765556840863724
categorical__currency_AUD,0.020951424102937495
categorical__txn_count_7d_group_gt_20,0.02056899286047016
categorical__ip_score_risk_group_high,0.019528366123908784
categorical__currency_IDR,0.01862703565241235
categorical__txn_velocity_group_very_low,0.018474768596132184
categorical__currency_VND,0.015981119910568352
categorical__txn_velocity_group_medium,0.015406745899357784
categorical__txn_count_7d_group_6_10,0.015380043034209515
categorical__merchant_country_KR,0.015177470818314939
categorical__message_type_0420-RepeatRev,0.014299925823482227
categorical__decline_rate_risk_group_low,0.014288900721029594
categorical__currency_THB,0.01378506141073704
categorical__message_type_0400-Reversal,0.012018107927979213
categorical__decline_rate_risk_group_high,0.011530488132377814
categorical__time_period_late_evening,0.010011428992972806
categorical__night_unusual_group_high,0.009871777360022907
categorical__merchant_country_GB,0.009641661043425873
categorical__ip_score_risk_group_low,0.009264564033439768
categorical__night_unusual_group_not_night,0.007426172910969414
categorical__message_type_0110-AuthRsp,0.006460891908447291
categorical__payment_channel_API_SERVER,0.006439201129586405
categorical__mcc_infrequent_sklearn,0.0
categorical__merchant_country_ID,0.0
categorical__night_ratio_group_infrequent_sklearn,0.0
categorical__night_ratio_group_very_low,0.0
categorical__day_name_Saturday,0.0
categorical__night_unusual_group_very_high,0.0
categorical__txn_count_7d_group_0_1,0.0
categorical__ip_score_risk_group_very_high,0.0
categorical__decline_rate_risk_group_infrequent_sklearn,0.0
